Ano,Estado,Mês,Número,Periodo
2002,Maranhão,Agosto,3481,082002
2003,Maranhão,Agosto,2023,082003
2004,Maranhão,Agosto,1889,082004
2005,Maranhão,Agosto,2239,082005
2006,Maranhão,Agosto,1382,082006
2007,Maranhão,Agosto,8409,082007
2008,Maranhão,Agosto,713,082008
2009,Maranhão,Agosto,1766,082009
2010,Maranhão,Agosto,6353,082010
2011,Maranhão,Agosto,2138,082011
2012,Maranhão,Agosto,10395,082012
2013,Maranhão,Agosto,2098,082013
2014,Maranhão,Agosto,5592,082014
2015,Maranhão,Agosto,5428,082015
2016,Maranhão,Agosto,3723,082016
2017,Maranhão,Agosto,3875,082017
1998,Maranhão,Setembro,3935,091998
1999,Maranhão,Setembro,1739,091999
2000,Maranhão,Setembro,1365,092000
2001,Maranhão,Setembro,4618,092001
2002,Maranhão,Setembro,3181,092002
2003,Maranhão,Setembro,5878,092003
2004,Maranhão,Setembro,4673,092004
2005,Maranhão,Setembro,6292,092005
2006,Maranhão,Setembro,2907,092006
2007,Maranhão,Setembro,8524,092007
2008,Maranhão,Setembro,2761,092008
2009,Maranhão,Setembro,2404,092009
2010,Maranhão,Setembro,9795,092010
2011,Maranhão,Setembro,4632,092011
2012,Maranhão,Setembro,7626,092012
2013,Maranhão,Setembro,3880,092013
2014,Maranhão,Setembro,4373,092014
2015,Maranhão,Setembro,6423,092015
2016,Maranhão,Setembro,3166,092016
2017,Maranhão,Setembro,14825,092017
1998,Maranhão,Outubro,5137,101998
1999,Maranhão,Outubro,3208,101999
2000,Maranhão,Outubro,2654,102000
2001,Maranhão,Outubro,6661,102001
2002,Maranhão,Outubro,5182,102002
2003,Maranhão,Outubro,6085,102003
2004,Maranhão,Outubro,3604,102004
2005,Maranhão,Outubro,6472,102005
2006,Maranhão,Outubro,3024,102006
2007,Maranhão,Outubro,4772,102007
2008,Maranhão,Outubro,3498,102008
2009,Maranhão,Outubro,1861,102009
2010,Maranhão,Outubro,3228,102010
2011,Maranhão,Outubro,2404,102011
2012,Maranhão,Outubro,5000,102012
2013,Maranhão,Outubro,2918,102013
2014,Maranhão,Outubro,5812,102014
2015,Maranhão,Outubro,6746,102015
2016,Maranhão,Outubro,5351,102016
2017,Maranhão,Outubro,6011,102017
1998,Maranhão,Novembro,2237,111998
1999,Maranhão,Novembro,1494,111999
2000,Maranhão,Novembro,2267,112000
2001,Maranhão,Novembro,3525,112001
2002,Maranhão,Novembro,5830,112002
2003,Maranhão,Novembro,4929,112003
2004,Maranhão,Novembro,6398,112004
2005,Maranhão,Novembro,4769,112005
2006,Maranhão,Novembro,2004,112006
2007,Maranhão,Novembro,2297,112007
2008,Maranhão,Novembro,2331,112008
2009,Maranhão,Novembro,5000,112009
2010,Maranhão,Novembro,4005,112010
2011,Maranhão,Novembro,2261,112011
2012,Maranhão,Novembro,2010,112012
2013,Maranhão,Novembro,2529,112013
2014,Maranhão,Novembro,3869,112014
2015,Maranhão,Novembro,4350,112015
2016,Maranhão,Novembro,3982,112016
2017,Maranhão,Novembro,2300,112017
1998,Maranhão,Dezembro,1399,121998
1999,Maranhão,Dezembro,1001,121999
2000,Maranhão,Dezembro,1461,122000
2001,Maranhão,Dezembro,1296,122001
2002,Maranhão,Dezembro,2165,122002
2003,Maranhão,Dezembro,2424,122003
2004,Maranhão,Dezembro,3255,122004
2005,Maranhão,Dezembro,1660,122005
2006,Maranhão,Dezembro,1052,122006
2007,Maranhão,Dezembro,800,122007
2008,Maranhão,Dezembro,1101,122008
2009,Maranhão,Dezembro,1768,122009
2010,Maranhão,Dezembro,1803,122010
2011,Maranhão,Dezembro,1629,122011
2012,Maranhão,Dezembro,1296,122012
2013,Maranhão,Dezembro,2692,122013
2014,Maranhão,Dezembro,2400,122014
2015,Maranhão,Dezembro,3706,122015
2016,Maranhão,Dezembro,1577,122016
1998,Mato Grosso,Janeiro,0,011998
1999,Mato Grosso,Janeiro,39,011999
2000,Mato Grosso,Janeiro,44,012000
2001,Mato Grosso,Janeiro,44,012001
2002,Mato Grosso,Janeiro,172,012002
2003,Mato Grosso,Janeiro,896,012003
2004,Mato Grosso,Janeiro,301,012004
2005,Mato Grosso,Janeiro,438,012005
2006,Mato Grosso,Janeiro,947,012006
2007,Mato Grosso,Janeiro,476,012007
2008,Mato Grosso,Janeiro,245,012008
2009,Mato Grosso,Janeiro,527,012009
2010,Mato Grosso,Janeiro,298,012010
2011,Mato Grosso,Janeiro,171,012011
2012,Mato Grosso,Janeiro,166,012012
2013,Mato Grosso,Janeiro,269,012013
2014,Mato Grosso,Janeiro,315,012014
2015,Mato Grosso,Janeiro,960,012015
2016,Mato Grosso,Janeiro,374,012016
2017,Mato Grosso,Janeiro,482,012017
1998,Mato Grosso,Fevereiro,0,021998
1999,Mato Grosso,Fevereiro,28,021999
2000,Mato Grosso,Fevereiro,35,022000
2001,Mato Grosso,Fevereiro,54,022001
2002,Mato Grosso,Fevereiro,22,022002
2003,Mato Grosso,Fevereiro,592,022003
2004,Mato Grosso,Fevereiro,272,022004
2005,Mato Grosso,Fevereiro,871,022005
2006,Mato Grosso,Fevereiro,383,022006
2007,Mato Grosso,Fevereiro,213,022007
2008,Mato Grosso,Fevereiro,180,022008
2009,Mato Grosso,Fevereiro,248,022009
2010,Mato Grosso,Fevereiro,431,022010
2011,Mato Grosso,Fevereiro,119,022011
2012,Mato Grosso,Fevereiro,193,022012
2013,Mato Grosso,Fevereiro,375,022013
2014,Mato Grosso,Fevereiro,199,022014
2015,Mato Grosso,Fevereiro,542,022015
2016,Mato Grosso,Fevereiro,1050,022016
2017,Mato Grosso,Fevereiro,337,022017
1998,Mato Grosso,Março,0,031998
1999,Mato Grosso,Março,18,031999
2000,Mato Grosso,Março,60,032000
2001,Mato Grosso,Março,24,032001
2002,Mato Grosso,Março,103,032002
2003,Mato Grosso,Março,554,032003
2004,Mato Grosso,Março,743,032004
2005,Mato Grosso,Março,362,032005
2006,Mato Grosso,Março,448,032006
2007,Mato Grosso,Março,476,032007
2008,Mato Grosso,Março,180,032008
2009,Mato Grosso,Março,325,032009
2010,Mato Grosso,Março,605,032010
2011,Mato Grosso,Março,252,032011
2012,Mato Grosso,Março,423,032012
2013,Mato Grosso,Março,563,032013
2014,Mato Grosso,Março,655,032014
2015,Mato Grosso,Março,705,032015
2016,Mato Grosso,Março,1085,032016
2017,Mato Grosso,Março,719,032017
1998,Mato Grosso,Abril,0,041998
1999,Mato Grosso,Abril,76,041999
2000,Mato Grosso,Abril,59,042000
2001,Mato Grosso,Abril,309,042001
2002,Mato Grosso,Abril,641,042002
2003,Mato Grosso,Abril,903,042003
2004,Mato Grosso,Abril,441,042004
2005,Mato Grosso,Abril,372,042005
2006,Mato Grosso,Abril,161,042006
2007,Mato Grosso,Abril,79,042007
2008,Mato Grosso,Abril,274,042008
2009,Mato Grosso,Abril,169,042009
2010,Mato Grosso,Abril,769,042010
2011,Mato Grosso,Abril,345,042011
2012,Mato Grosso,Abril,521,042012
2013,Mato Grosso,Abril,338,042013
2014,Mato Grosso,Abril,859,042014
2015,Mato Grosso,Abril,947,042015
2016,Mato Grosso,Abril,1770,042016
2017,Mato Grosso,Abril,606,042017
1998,Mato Grosso,Maio,0,051998
1999,Mato Grosso,Maio,731,051999
2000,Mato Grosso,Maio,1194,052000
2001,Mato Grosso,Maio,1193,052001
2002,Mato Grosso,Maio,2528,052002
2003,Mato Grosso,Maio,942,052003
2004,Mato Grosso,Maio,2413,052004
2005,Mato Grosso,Maio,1641,052005
2006,Mato Grosso,Maio,269,052006
2007,Mato Grosso,Maio,359,052007
2008,Mato Grosso,Maio,119,052008
2009,Mato Grosso,Maio,516,052009
2010,Mato Grosso,Maio,1313,052010
2011,Mato Grosso,Maio,547,052011
2012,Mato Grosso,Maio,812,052012
2013,Mato Grosso,Maio,739,052013
2014,Mato Grosso,Maio,933,052014
2015,Mato Grosso,Maio,541,052015
2016,Mato Grosso,Maio,1081,052016
2017,Mato Grosso,Maio,845,052017
1998,Mato Grosso,Junho,2201,061998
1999,Mato Grosso,Junho,2201,061999
2000,Mato Grosso,Junho,4358,062000
2001,Mato Grosso,Junho,6665,062001
2002,Mato Grosso,Junho,7878,062002
2003,Mato Grosso,Junho,4313,062003
2004,Mato Grosso,Junho,9813,062004
2005,Mato Grosso,Junho,2294,062005
2006,Mato Grosso,Junho,856,062006
2007,Mato Grosso,Junho,1339,062007
2008,Mato Grosso,Junho,403,062008
2009,Mato Grosso,Junho,979,062009
2010,Mato Grosso,Junho,1025,062010
2011,Mato Grosso,Junho,974,062011
2012,Mato Grosso,Junho,1651,062012
2013,Mato Grosso,Junho,1213,062013
2014,Mato Grosso,Junho,1795,062014
2015,Mato Grosso,Junho,1402,062015
2016,Mato Grosso,Junho,1417,062016
2017,Mato Grosso,Junho,2041,062017
1998,Mato Grosso,Julho,3712,071998
1999,Mato Grosso,Julho,3926,071999
2000,Mato Grosso,Julho,1338,072000
2001,Mato Grosso,Julho,1555,072001
2002,Mato Grosso,Julho,5661,072002
2003,Mato Grosso,Julho,5435,072003
2004,Mato Grosso,Julho,11517,072004
2005,Mato Grosso,Julho,4172,072005
2006,Mato Grosso,Julho,1941,072006
2007,Mato Grosso,Julho,1790,072007
2008,Mato Grosso,Julho,1117,072008
2009,Mato Grosso,Julho,1613,072009
2010,Mato Grosso,Julho,3442,072010
2011,Mato Grosso,Julho,1061,072011
2012,Mato Grosso,Julho,2008,072012
2013,Mato Grosso,Julho,1630,072013
2014,Mato Grosso,Julho,2255,072014
2015,Mato Grosso,Julho,1533,072015
2016,Mato Grosso,Julho,3495,072016
2017,Mato Grosso,Julho,2790,072017
1998,Mato Grosso,Agosto,15406,081998
1999,Mato Grosso,Agosto,18566,081999
2000,Mato Grosso,Agosto,6063,082000
2001,Mato Grosso,Agosto,7762,082001
2002,Mato Grosso,Agosto,14086,082002
2003,Mato Grosso,Agosto,11132,082003
2004,Mato Grosso,Agosto,13603,082004
2005,Mato Grosso,Agosto,11570,082005
2006,Mato Grosso,Agosto,6218,082006
2007,Mato Grosso,Agosto,14453,082007
2008,Mato Grosso,Agosto,2875,082008
2009,Mato Grosso,Agosto,2250,082009
2010,Mato Grosso,Agosto,14608,082010
2011,Mato Grosso,Agosto,2628,082011
2012,Mato Grosso,Agosto,6195,082012
2013,Mato Grosso,Agosto,3568,082013
2014,Mato Grosso,Agosto,7167,082014
2015,Mato Grosso,Agosto,5112,082015
2016,Mato Grosso,Agosto,6228,082016
2017,Mato Grosso,Agosto,6229,082017
1998,Mato Grosso,Setembro,10363,091998
1999,Mato Grosso,Setembro,11729,091999
2000,Mato Grosso,Setembro,6251,092000
2001,Mato Grosso,Setembro,8490,092001
2002,Mato Grosso,Setembro,11034,092002
2003,Mato Grosso,Setembro,15790,092003
2004,Mato Grosso,Setembro,24994,092004
2005,Mato Grosso,Setembro,20551,092005
2006,Mato Grosso,Setembro,12661,092006
2007,Mato Grosso,Setembro,25963,092007
2008,Mato Grosso,Setembro,7965,092008
2009,Mato Grosso,Setembro,3129,092009
2010,Mato Grosso,Setembro,18366,092010
2011,Mato Grosso,Setembro,6332,092011
2012,Mato Grosso,Setembro,10344,092012
2013,Mato Grosso,Setembro,5576,092013
2014,Mato Grosso,Setembro,7081,092014
2015,Mato Grosso,Setembro,11068,092015
2016,Mato Grosso,Setembro,8980,092016
2017,Mato Grosso,Setembro,23945,092017
1998,Mato Grosso,Outubro,2707,101998
1999,Mato Grosso,Outubro,6109,101999
2000,Mato Grosso,Outubro,6062,102000
2001,Mato Grosso,Outubro,6543,102001
2002,Mato Grosso,Outubro,9375,102002
2003,Mato Grosso,Outubro,5341,102003
2004,Mato Grosso,Outubro,9295,102004
2005,Mato Grosso,Outubro,7765,102005
2006,Mato Grosso,Outubro,2327,102006
2007,Mato Grosso,Outubro,4890,102007
2008,Mato Grosso,Outubro,6326,102008
2009,Mato Grosso,Outubro,2579,102009
2010,Mato Grosso,Outubro,4465,102010
2011,Mato Grosso,Outubro,2010,102011
2012,Mato Grosso,Outubro,2837,102012
2013,Mato Grosso,Outubro,1986,102013
2014,Mato Grosso,Outubro,5281,102014
2015,Mato Grosso,Outubro,6490,102015
2016,Mato Grosso,Outubro,2749,102016
2017,Mato Grosso,Outubro,4800,102017
1998,Mato Grosso,Novembro,182,111998
1999,Mato Grosso,Novembro,842,111999
2000,Mato Grosso,Novembro,502,112000
2001,Mato Grosso,Novembro,373,112001
2002,Mato Grosso,Novembro,2905,112002
2003,Mato Grosso,Novembro,2097,112003
2004,Mato Grosso,Novembro,2405,112004
2005,Mato Grosso,Novembro,1368,112005
2006,Mato Grosso,Novembro,1031,112006
2007,Mato Grosso,Novembro,299,112007
2008,Mato Grosso,Novembro,190,112008
2009,Mato Grosso,Novembro,588,112009
2010,Mato Grosso,Novembro,768,112010
2011,Mato Grosso,Novembro,1103,112011
2012,Mato Grosso,Novembro,375,112012
2013,Mato Grosso,Novembro,1064,112013
2014,Mato Grosso,Novembro,1018,112014
2015,Mato Grosso,Novembro,1930,112015
2016,Mato Grosso,Novembro,918,112016
2017,Mato Grosso,Novembro,813,112017
1998,Mato Grosso,Dezembro,76,121998
1999,Mato Grosso,Dezembro,47,121999
2000,Mato Grosso,Dezembro,98,122000
2001,Mato Grosso,Dezembro,37,122001
2002,Mato Grosso,Dezembro,1157,122002
2003,Mato Grosso,Dezembro,1622,122003
2004,Mato Grosso,Dezembro,1217,122004
2005,Mato Grosso,Dezembro,246,122005
2006,Mato Grosso,Dezembro,23,122006
2007,Mato Grosso,Dezembro,81,122007
2008,Mato Grosso,Dezembro,159,122008
2009,Mato Grosso,Dezembro,171,122009
2010,Mato Grosso,Dezembro,846,122010
2011,Mato Grosso,Dezembro,431,122011
2012,Mato Grosso,Dezembro,492,122012
2013,Mato Grosso,Dezembro,447,122013
2014,Mato Grosso,Dezembro,466,122014
2015,Mato Grosso,Dezembro,1777,122015
2016,Mato Grosso,Dezembro,425,122016
1998,Mato Grosso do Sul,Janeiro,0,011998
1999,Mato Grosso do Sul,Janeiro,239,011999
2000,Mato Grosso do Sul,Janeiro,326,012000
2001,Mato Grosso do Sul,Janeiro,97,012001
2002,Mato Grosso do Sul,Janeiro,304,012002
2003,Mato Grosso do Sul,Janeiro,182,012003
2004,Mato Grosso do Sul,Janeiro,258,012004
2005,Mato Grosso do Sul,Janeiro,59,012005
2006,Mato Grosso do Sul,Janeiro,59,012006
2007,Mato Grosso do Sul,Janeiro,19,012007
2008,Mato Grosso do Sul,Janeiro,63,012008
2009,Mato Grosso do Sul,Janeiro,229,012009
2010,Mato Grosso do Sul,Janeiro,72,012010
2011,Mato Grosso do Sul,Janeiro,129,012011
2012,Mato Grosso do Sul,Janeiro,201,012012
2013,Mato Grosso do Sul,Janeiro,174,012013
2014,Mato Grosso do Sul,Janeiro,197,012014
2015,Mato Grosso do Sul,Janeiro,226,012015
2016,Mato Grosso do Sul,Janeiro,127,012016
2017,Mato Grosso do Sul,Janeiro,355,012017
1998,Mato Grosso do Sul,Fevereiro,0,021998
1999,Mato Grosso do Sul,Fevereiro,69,021999
2000,Mato Grosso do Sul,Fevereiro,81,022000
2001,Mato Grosso do Sul,Fevereiro,89,022001
2002,Mato Grosso do Sul,Fevereiro,98,022002
2003,Mato Grosso do Sul,Fevereiro,108,022003
2004,Mato Grosso do Sul,Fevereiro,169,022004
2005,Mato Grosso do Sul,Fevereiro,221,022005
2006,Mato Grosso do Sul,Fevereiro,104,022006
2007,Mato Grosso do Sul,Fevereiro,111,022007
2008,Mato Grosso do Sul,Fevereiro,78,022008
2009,Mato Grosso do Sul,Fevereiro,164,022009
2010,Mato Grosso do Sul,Fevereiro,157,022010
2011,Mato Grosso do Sul,Fevereiro,61,022011
2012,Mato Grosso do Sul,Fevereiro,112,022012
2013,Mato Grosso do Sul,Fevereiro,100,022013
2014,Mato Grosso do Sul,Fevereiro,139,022014
2015,Mato Grosso do Sul,Fevereiro,148,022015
2016,Mato Grosso do Sul,Fevereiro,187,022016
2017,Mato Grosso do Sul,Fevereiro,165,022017
1998,Mato Grosso do Sul,Março,0,031998
1999,Mato Grosso do Sul,Março,100,031999
2000,Mato Grosso do Sul,Março,23,032000
2001,Mato Grosso do Sul,Março,39,032001
2002,Mato Grosso do Sul,Março,115,032002
2003,Mato Grosso do Sul,Março,137,032003
2004,Mato Grosso do Sul,Março,225,032004
2005,Mato Grosso do Sul,Março,158,032005
2006,Mato Grosso do Sul,Março,137,032006
2007,Mato Grosso do Sul,Março,137,032007
2008,Mato Grosso do Sul,Março,97,032008
2009,Mato Grosso do Sul,Março,118,032009
2010,Mato Grosso do Sul,Março,149,032010
2011,Mato Grosso do Sul,Março,37,032011
2012,Mato Grosso do Sul,Março,169,032012
2013,Mato Grosso do Sul,Março,158,032013
2014,Mato Grosso do Sul,Março,95,032014
2015,Mato Grosso do Sul,Março,190,032015
2016,Mato Grosso do Sul,Março,143,032016
2017,Mato Grosso do Sul,Março,170,032017
1998,Mato Grosso do Sul,Abril,0,041998
1999,Mato Grosso do Sul,Abril,97,041999
2000,Mato Grosso do Sul,Abril,90,042000
2001,Mato Grosso do Sul,Abril,108,042001
2002,Mato Grosso do Sul,Abril,230,042002
2003,Mato Grosso do Sul,Abril,126,042003
2004,Mato Grosso do Sul,Abril,97,042004
2005,Mato Grosso do Sul,Abril,126,042005
2006,Mato Grosso do Sul,Abril,51,042006
2007,Mato Grosso do Sul,Abril,46,042007
2008,Mato Grosso do Sul,Abril,72,042008
2009,Mato Grosso do Sul,Abril,291,042009
2010,Mato Grosso do Sul,Abril,136,042010
2011,Mato Grosso do Sul,Abril,23,042011
2012,Mato Grosso do Sul,Abril,97,042012
2013,Mato Grosso do Sul,Abril,78,042013
2014,Mato Grosso do Sul,Abril,129,042014
2015,Mato Grosso do Sul,Abril,65,042015
2016,Mato Grosso do Sul,Abril,161,042016
2017,Mato Grosso do Sul,Abril,59,042017
1998,Mato Grosso do Sul,Maio,0,051998
1999,Mato Grosso do Sul,Maio,206,051999
2000,Mato Grosso do Sul,Maio,127,052000
2001,Mato Grosso do Sul,Maio,112,052001
2002,Mato Grosso do Sul,Maio,88,052002
2003,Mato Grosso do Sul,Maio,74,052003
2004,Mato Grosso do Sul,Maio,25,052004
2005,Mato Grosso do Sul,Maio,328,052005
2006,Mato Grosso do Sul,Maio,99,052006
2007,Mato Grosso do Sul,Maio,62,052007
2008,Mato Grosso do Sul,Maio,34,052008
2009,Mato Grosso do Sul,Maio,927,052009
2010,Mato Grosso do Sul,Maio,105,052010
2011,Mato Grosso do Sul,Maio,81,052011
2012,Mato Grosso do Sul,Maio,157,052012
2013,Mato Grosso do Sul,Maio,72,052013
2014,Mato Grosso do Sul,Maio,70,052014
2015,Mato Grosso do Sul,Maio,58,052015
2016,Mato Grosso do Sul,Maio,97,052016
2017,Mato Grosso do Sul,Maio,72,052017
1998,Mato Grosso do Sul,Junho,82,061998
1999,Mato Grosso do Sul,Junho,127,061999
2000,Mato Grosso do Sul,Junho,157,062000
2001,Mato Grosso do Sul,Junho,249,062001
2002,Mato Grosso do Sul,Junho,517,062002
2003,Mato Grosso do Sul,Junho,170,062003
2004,Mato Grosso do Sul,Junho,394,062004
2005,Mato Grosso do Sul,Junho,439,062005
2006,Mato Grosso do Sul,Junho,89,062006
2007,Mato Grosso do Sul,Junho,141,062007
2008,Mato Grosso do Sul,Junho,24,062008
2009,Mato Grosso do Sul,Junho,376,062009
2010,Mato Grosso do Sul,Junho,149,062010
2011,Mato Grosso do Sul,Junho,104,062011
2012,Mato Grosso do Sul,Junho,96,062012
2013,Mato Grosso do Sul,Junho,35,062013
2014,Mato Grosso do Sul,Junho,84,062014
2015,Mato Grosso do Sul,Junho,299,062015
2016,Mato Grosso do Sul,Junho,120,062016
2017,Mato Grosso do Sul,Junho,175,062017
1998,Mato Grosso do Sul,Julho,360,071998
1999,Mato Grosso do Sul,Julho,1297,071999
2000,Mato Grosso do Sul,Julho,160,072000
2001,Mato Grosso do Sul,Julho,591,072001
2002,Mato Grosso do Sul,Julho,935,072002
2003,Mato Grosso do Sul,Julho,182,072003
2004,Mato Grosso do Sul,Julho,529,072004
2005,Mato Grosso do Sul,Julho,859,072005
2006,Mato Grosso do Sul,Julho,289,072006
2007,Mato Grosso do Sul,Julho,197,072007
2008,Mato Grosso do Sul,Julho,116,072008
2009,Mato Grosso do Sul,Julho,354,072009
2010,Mato Grosso do Sul,Julho,589,072010
2011,Mato Grosso do Sul,Julho,250,072011
2012,Mato Grosso do Sul,Julho,538,072012
2013,Mato Grosso do Sul,Julho,201,072013
2014,Mato Grosso do Sul,Julho,193,072014
2015,Mato Grosso do Sul,Julho,371,072015
2016,Mato Grosso do Sul,Julho,687,072016
2017,Mato Grosso do Sul,Julho,1050,072017
1998,Mato Grosso do Sul,Agosto,228,081998
1999,Mato Grosso do Sul,Agosto,4355,081999
2000,Mato Grosso do Sul,Agosto,530,082000
2001,Mato Grosso do Sul,Agosto,2484,082001
2002,Mato Grosso do Sul,Agosto,3984,082002
2003,Mato Grosso do Sul,Agosto,953,082003
2004,Mato Grosso do Sul,Agosto,1408,082004
2005,Mato Grosso do Sul,Agosto,4484,082005
2006,Mato Grosso do Sul,Agosto,1129,082006
2007,Mato Grosso do Sul,Agosto,1823,082007
2008,Mato Grosso do Sul,Agosto,456,082008
2009,Mato Grosso do Sul,Agosto,816,082009
2010,Mato Grosso do Sul,Agosto,1721,082010
2011,Mato Grosso do Sul,Agosto,552,082011
2012,Mato Grosso do Sul,Agosto,2951,082012
2013,Mato Grosso do Sul,Agosto,677,082013
2014,Mato Grosso do Sul,Agosto,312,082014
2015,Mato Grosso do Sul,Agosto,1293,082015
2016,Mato Grosso do Sul,Agosto,1481,082016
2017,Mato Grosso do Sul,Agosto,1488,082017
1998,Mato Grosso do Sul,Setembro,457,091998
1999,Mato Grosso do Sul,Setembro,2969,091999
2000,Mato Grosso do Sul,Setembro,510,092000
2001,Mato Grosso do Sul,Setembro,1383,092001
2002,Mato Grosso do Sul,Setembro,2252,092002
2003,Mato Grosso do Sul,Setembro,1124,092003
2004,Mato Grosso do Sul,Setembro,2511,092004
2005,Mato Grosso do Sul,Setembro,1870,092005
2006,Mato Grosso do Sul,Setembro,1078,092006
2007,Mato Grosso do Sul,Setembro,4446,092007
