Ano,Estado,Mês,Número,Periodo
2003,Distrito Federal,Agosto,36,082003
2004,Distrito Federal,Agosto,108,082004
2005,Distrito Federal,Agosto,20,082005
2006,Distrito Federal,Agosto,40,082006
2007,Distrito Federal,Agosto,137,082007
2008,Distrito Federal,Agosto,30,082008
2009,Distrito Federal,Agosto,37,082009
2010,Distrito Federal,Agosto,159,082010
2011,Distrito Federal,Agosto,61,082011
2012,Distrito Federal,Agosto,55,082012
2013,Distrito Federal,Agosto,34,082013
2014,Distrito Federal,Agosto,99,082014
2015,Distrito Federal,Agosto,53,082015
2016,Distrito Federal,Agosto,29,082016
2017,Distrito Federal,Agosto,147,082017
1998,Distrito Federal,Setembro,33,091998
1999,Distrito Federal,Setembro,12,091999
2000,Distrito Federal,Setembro,3,092000
2001,Distrito Federal,Setembro,12,092001
2002,Distrito Federal,Setembro,33,092002
2003,Distrito Federal,Setembro,17,092003
2004,Distrito Federal,Setembro,100,092004
2005,Distrito Federal,Setembro,23,092005
2006,Distrito Federal,Setembro,20,092006
2007,Distrito Federal,Setembro,73,092007
2008,Distrito Federal,Setembro,54,092008
2009,Distrito Federal,Setembro,5,092009
2010,Distrito Federal,Setembro,196,092010
2011,Distrito Federal,Setembro,133,092011
2012,Distrito Federal,Setembro,64,092012
2013,Distrito Federal,Setembro,31,092013
2014,Distrito Federal,Setembro,72,092014
2015,Distrito Federal,Setembro,76,092015
2016,Distrito Federal,Setembro,58,092016
2017,Distrito Federal,Setembro,122,092017
1998,Distrito Federal,Outubro,3,101998
1999,Distrito Federal,Outubro,8,101999
2000,Distrito Federal,Outubro,18,102000
2001,Distrito Federal,Outubro,0,102001
2002,Distrito Federal,Outubro,19,102002
2003,Distrito Federal,Outubro,12,102003
2004,Distrito Federal,Outubro,18,102004
2005,Distrito Federal,Outubro,18,102005
2006,Distrito Federal,Outubro,1,102006
2007,Distrito Federal,Outubro,13,102007
2008,Distrito Federal,Outubro,6,102008
2009,Distrito Federal,Outubro,3,102009
2010,Distrito Federal,Outubro,6,102010
2011,Distrito Federal,Outubro,0,102011
2012,Distrito Federal,Outubro,15,102012
2013,Distrito Federal,Outubro,3,102013
2014,Distrito Federal,Outubro,34,102014
2015,Distrito Federal,Outubro,21,102015
2016,Distrito Federal,Outubro,9,102016
2017,Distrito Federal,Outubro,66,102017
1998,Distrito Federal,Novembro,0,111998
1999,Distrito Federal,Novembro,1,111999
2000,Distrito Federal,Novembro,0,112000
2001,Distrito Federal,Novembro,0,112001
2002,Distrito Federal,Novembro,1,112002
2003,Distrito Federal,Novembro,0,112003
2004,Distrito Federal,Novembro,0,112004
2005,Distrito Federal,Novembro,2,112005
2006,Distrito Federal,Novembro,0,112006
2007,Distrito Federal,Novembro,0,112007
2008,Distrito Federal,Novembro,4,112008
2009,Distrito Federal,Novembro,0,112009
2010,Distrito Federal,Novembro,0,112010
2011,Distrito Federal,Novembro,1,112011
2012,Distrito Federal,Novembro,0,112012
2013,Distrito Federal,Novembro,0,112013
2014,Distrito Federal,Novembro,0,112014
2015,Distrito Federal,Novembro,3,112015
2016,Distrito Federal,Novembro,1,112016
2017,Distrito Federal,Novembro,0,112017
1998,Distrito Federal,Dezembro,0,121998
1999,Distrito Federal,Dezembro,0,121999
2000,Distrito Federal,Dezembro,0,122000
2001,Distrito Federal,Dezembro,1,122001
2002,Distrito Federal,Dezembro,1,122002
2003,Distrito Federal,Dezembro,0,122003
2004,Distrito Federal,Dezembro,0,122004
2005,Distrito Federal,Dezembro,0,122005
2006,Distrito Federal,Dezembro,0,122006
2007,Distrito Federal,Dezembro,0,122007
2008,Distrito Federal,Dezembro,0,122008
2009,Distrito Federal,Dezembro,0,122009
2010,Distrito Federal,Dezembro,1,122010
2011,Distrito Federal,Dezembro,0,122011
2012,Distrito Federal,Dezembro,0,122012
2013,Distrito Federal,Dezembro,2,122013
2014,Distrito Federal,Dezembro,0,122014
2015,Distrito Federal,Dezembro,0,122015
2016,Distrito Federal,Dezembro,0,122016
1998,Espírito Santo,Janeiro,0,011998
1999,Espírito Santo,Janeiro,33,011999
2000,Espírito Santo,Janeiro,5,012000
2001,Espírito Santo,Janeiro,1,012001
2002,Espírito Santo,Janeiro,2,012002
2003,Espírito Santo,Janeiro,4,012003
2004,Espírito Santo,Janeiro,1,012004
2005,Espírito Santo,Janeiro,4,012005
2006,Espírito Santo,Janeiro,13,012006
2007,Espírito Santo,Janeiro,0,012007
2008,Espírito Santo,Janeiro,12,012008
2009,Espírito Santo,Janeiro,4,012009
2010,Espírito Santo,Janeiro,52,012010
2011,Espírito Santo,Janeiro,3,012011
2012,Espírito Santo,Janeiro,1,012012
2013,Espírito Santo,Janeiro,10,012013
2014,Espírito Santo,Janeiro,11,012014
2015,Espírito Santo,Janeiro,76,012015
2016,Espírito Santo,Janeiro,43,012016
2017,Espírito Santo,Janeiro,13,012017
1998,Espírito Santo,Fevereiro,0,021998
1999,Espírito Santo,Fevereiro,10,021999
2000,Espírito Santo,Fevereiro,5,022000
2001,Espírito Santo,Fevereiro,5,022001
2002,Espírito Santo,Fevereiro,4,022002
2003,Espírito Santo,Fevereiro,11,022003
2004,Espírito Santo,Fevereiro,5,022004
2005,Espírito Santo,Fevereiro,1,022005
2006,Espírito Santo,Fevereiro,45,022006
2007,Espírito Santo,Fevereiro,3,022007
2008,Espírito Santo,Fevereiro,20,022008
2009,Espírito Santo,Fevereiro,12,022009
2010,Espírito Santo,Fevereiro,15,022010
2011,Espírito Santo,Fevereiro,42,022011
2012,Espírito Santo,Fevereiro,25,022012
2013,Espírito Santo,Fevereiro,15,022013
2014,Espírito Santo,Fevereiro,17,022014
2015,Espírito Santo,Fevereiro,60,022015
2016,Espírito Santo,Fevereiro,24,022016
2017,Espírito Santo,Fevereiro,8,022017
1998,Espírito Santo,Março,0,031998
1999,Espírito Santo,Março,8,031999
2000,Espírito Santo,Março,1,032000
2001,Espírito Santo,Março,2,032001
2002,Espírito Santo,Março,4,032002
2003,Espírito Santo,Março,28,032003
2004,Espírito Santo,Março,3,032004
2005,Espírito Santo,Março,3,032005
2006,Espírito Santo,Março,14,032006
2007,Espírito Santo,Março,9,032007
2008,Espírito Santo,Março,5,032008
2009,Espírito Santo,Março,11,032009
2010,Espírito Santo,Março,3,032010
2011,Espírito Santo,Março,5,032011
2012,Espírito Santo,Março,35,032012
2013,Espírito Santo,Março,13,032013
2014,Espírito Santo,Março,15,032014
2015,Espírito Santo,Março,25,032015
2016,Espírito Santo,Março,107,032016
2017,Espírito Santo,Março,9,032017
1998,Espírito Santo,Abril,0,041998
1999,Espírito Santo,Abril,2,041999
2000,Espírito Santo,Abril,3,042000
2001,Espírito Santo,Abril,2,042001
2002,Espírito Santo,Abril,2,042002
2003,Espírito Santo,Abril,22,042003
2004,Espírito Santo,Abril,0,042004
2005,Espírito Santo,Abril,4,042005
2006,Espírito Santo,Abril,1,042006
2007,Espírito Santo,Abril,2,042007
2008,Espírito Santo,Abril,8,042008
2009,Espírito Santo,Abril,8,042009
2010,Espírito Santo,Abril,7,042010
2011,Espírito Santo,Abril,3,042011
2012,Espírito Santo,Abril,74,042012
2013,Espírito Santo,Abril,16,042013
2014,Espírito Santo,Abril,15,042014
2015,Espírito Santo,Abril,33,042015
2016,Espírito Santo,Abril,57,042016
2017,Espírito Santo,Abril,7,042017
1998,Espírito Santo,Maio,0,051998
1999,Espírito Santo,Maio,16,051999
2000,Espírito Santo,Maio,2,052000
2001,Espírito Santo,Maio,8,052001
2002,Espírito Santo,Maio,5,052002
2003,Espírito Santo,Maio,1,052003
2004,Espírito Santo,Maio,0,052004
2005,Espírito Santo,Maio,5,052005
2006,Espírito Santo,Maio,0,052006
2007,Espírito Santo,Maio,1,052007
2008,Espírito Santo,Maio,2,052008
2009,Espírito Santo,Maio,7,052009
2010,Espírito Santo,Maio,3,052010
2011,Espírito Santo,Maio,2,052011
2012,Espírito Santo,Maio,20,052012
2013,Espírito Santo,Maio,14,052013
2014,Espírito Santo,Maio,18,052014
2015,Espírito Santo,Maio,17,052015
2016,Espírito Santo,Maio,48,052016
2017,Espírito Santo,Maio,10,052017
1998,Espírito Santo,Junho,6,061998
1999,Espírito Santo,Junho,6,061999
2000,Espírito Santo,Junho,9,062000
2001,Espírito Santo,Junho,9,062001
2002,Espírito Santo,Junho,18,062002
2003,Espírito Santo,Junho,19,062003
2004,Espírito Santo,Junho,3,062004
2005,Espírito Santo,Junho,8,062005
2006,Espírito Santo,Junho,5,062006
2007,Espírito Santo,Junho,4,062007
2008,Espírito Santo,Junho,4,062008
2009,Espírito Santo,Junho,12,062009
2010,Espírito Santo,Junho,3,062010
2011,Espírito Santo,Junho,7,062011
2012,Espírito Santo,Junho,15,062012
2013,Espírito Santo,Junho,22,062013
2014,Espírito Santo,Junho,9,062014
2015,Espírito Santo,Junho,18,062015
2016,Espírito Santo,Junho,49,062016
2017,Espírito Santo,Junho,37,062017
1998,Espírito Santo,Julho,37,071998
1999,Espírito Santo,Julho,9,071999
2000,Espírito Santo,Julho,16,072000
2001,Espírito Santo,Julho,12,072001
2002,Espírito Santo,Julho,9,072002
2003,Espírito Santo,Julho,27,072003
2004,Espírito Santo,Julho,4,072004
2005,Espírito Santo,Julho,9,072005
2006,Espírito Santo,Julho,11,072006
2007,Espírito Santo,Julho,13,072007
2008,Espírito Santo,Julho,5,072008
2009,Espírito Santo,Julho,25,072009
2010,Espírito Santo,Julho,5,072010
2011,Espírito Santo,Julho,18,072011
2012,Espírito Santo,Julho,35,072012
2013,Espírito Santo,Julho,20,072013
2014,Espírito Santo,Julho,17,072014
2015,Espírito Santo,Julho,30,072015
2016,Espírito Santo,Julho,42,072016
2017,Espírito Santo,Julho,3,072017
1998,Espírito Santo,Agosto,38,081998
1999,Espírito Santo,Agosto,60,081999
2000,Espírito Santo,Agosto,26,082000
2001,Espírito Santo,Agosto,30,082001
2002,Espírito Santo,Agosto,60,082002
2003,Espírito Santo,Agosto,118,082003
2004,Espírito Santo,Agosto,12,082004
2005,Espírito Santo,Agosto,12,082005
2006,Espírito Santo,Agosto,29,082006
2007,Espírito Santo,Agosto,82,082007
2008,Espírito Santo,Agosto,13,082008
2009,Espírito Santo,Agosto,17,082009
2010,Espírito Santo,Agosto,39,082010
2011,Espírito Santo,Agosto,93,082011
2012,Espírito Santo,Agosto,12,082012
2013,Espírito Santo,Agosto,53,082013
2014,Espírito Santo,Agosto,47,082014
2015,Espírito Santo,Agosto,35,082015
2016,Espírito Santo,Agosto,78,082016
2017,Espírito Santo,Agosto,30,082017
1998,Espírito Santo,Setembro,108,091998
1999,Espírito Santo,Setembro,64,091999
2000,Espírito Santo,Setembro,14,092000
2001,Espírito Santo,Setembro,38,092001
2002,Espírito Santo,Setembro,46,092002
2003,Espírito Santo,Setembro,252,092003
2004,Espírito Santo,Setembro,47,092004
2005,Espírito Santo,Setembro,8,092005
2006,Espírito Santo,Setembro,87,092006
2007,Espírito Santo,Setembro,63,092007
2008,Espírito Santo,Setembro,78,092008
2009,Espírito Santo,Setembro,57,092009
2010,Espírito Santo,Setembro,53,092010
2011,Espírito Santo,Setembro,108,092011
2012,Espírito Santo,Setembro,48,092012
2013,Espírito Santo,Setembro,30,092013
2014,Espírito Santo,Setembro,61,092014
2015,Espírito Santo,Setembro,228,092015
2016,Espírito Santo,Setembro,128,092016
2017,Espírito Santo,Setembro,58,092017
1998,Espírito Santo,Outubro,20,101998
1999,Espírito Santo,Outubro,23,101999
2000,Espírito Santo,Outubro,88,102000
2001,Espírito Santo,Outubro,19,102001
2002,Espírito Santo,Outubro,113,102002
2003,Espírito Santo,Outubro,159,102003
2004,Espírito Santo,Outubro,48,102004
2005,Espírito Santo,Outubro,62,102005
2006,Espírito Santo,Outubro,10,102006
2007,Espírito Santo,Outubro,79,102007
2008,Espírito Santo,Outubro,100,102008
2009,Espírito Santo,Outubro,13,102009
2010,Espírito Santo,Outubro,32,102010
2011,Espírito Santo,Outubro,38,102011
2012,Espírito Santo,Outubro,62,102012
2013,Espírito Santo,Outubro,37,102013
2014,Espírito Santo,Outubro,89,102014
2015,Espírito Santo,Outubro,307,102015
2016,Espírito Santo,Outubro,58,102016
2017,Espírito Santo,Outubro,56,102017
1998,Espírito Santo,Novembro,4,111998
1999,Espírito Santo,Novembro,9,111999
2000,Espírito Santo,Novembro,3,112000
2001,Espírito Santo,Novembro,3,112001
2002,Espírito Santo,Novembro,22,112002
2003,Espírito Santo,Novembro,49,112003
2004,Espírito Santo,Novembro,42,112004
2005,Espírito Santo,Novembro,0,112005
2006,Espírito Santo,Novembro,0,112006
2007,Espírito Santo,Novembro,112,112007
2008,Espírito Santo,Novembro,3,112008
2009,Espírito Santo,Novembro,18,112009
2010,Espírito Santo,Novembro,3,112010
2011,Espírito Santo,Novembro,6,112011
2012,Espírito Santo,Novembro,7,112012
2013,Espírito Santo,Novembro,11,112013
2014,Espírito Santo,Novembro,20,112014
2015,Espírito Santo,Novembro,141,112015
2016,Espírito Santo,Novembro,8,112016
2017,Espírito Santo,Novembro,3,112017
1998,Espírito Santo,Dezembro,5,121998
1999,Espírito Santo,Dezembro,0,121999
2000,Espírito Santo,Dezembro,3,122000
2001,Espírito Santo,Dezembro,1,122001
2002,Espírito Santo,Dezembro,12,122002
2003,Espírito Santo,Dezembro,18,122003
2004,Espírito Santo,Dezembro,9,122004
2005,Espírito Santo,Dezembro,5,122005
2006,Espírito Santo,Dezembro,0,122006
2007,Espírito Santo,Dezembro,14,122007
2008,Espírito Santo,Dezembro,1,122008
2009,Espírito Santo,Dezembro,32,122009
2010,Espírito Santo,Dezembro,10,122010
2011,Espírito Santo,Dezembro,1,122011
2012,Espírito Santo,Dezembro,18,122012
2013,Espírito Santo,Dezembro,9,122013
2014,Espírito Santo,Dezembro,28,122014
2015,Espírito Santo,Dezembro,61,122015
2016,Espírito Santo,Dezembro,12,122016
1998,Goiás,Janeiro,0,011998
1999,Goiás,Janeiro,14,011999
2000,Goiás,Janeiro,10,012000
2001,Goiás,Janeiro,29,012001
2002,Goiás,Janeiro,12,012002
2003,Goiás,Janeiro,14,012003
2004,Goiás,Janeiro,10,012004
2005,Goiás,Janeiro,27,012005
2006,Goiás,Janeiro,85,012006
2007,Goiás,Janeiro,28,012007
2008,Goiás,Janeiro,23,012008
2009,Goiás,Janeiro,30,012009
2010,Goiás,Janeiro,59,012010
2011,Goiás,Janeiro,39,012011
2012,Goiás,Janeiro,21,012012
2013,Goiás,Janeiro,33,012013
2014,Goiás,Janeiro,80,012014
2015,Goiás,Janeiro,118,012015
2016,Goiás,Janeiro,52,012016
2017,Goiás,Janeiro,53,012017
1998,Goiás,Fevereiro,0,021998
1999,Goiás,Fevereiro,334,021999
2000,Goiás,Fevereiro,11,022000
2001,Goiás,Fevereiro,9,022001
2002,Goiás,Fevereiro,9,022002
2003,Goiás,Fevereiro,47,022003
2004,Goiás,Fevereiro,11,022004
2005,Goiás,Fevereiro,84,022005
2006,Goiás,Fevereiro,21,022006
2007,Goiás,Fevereiro,13,022007
2008,Goiás,Fevereiro,25,022008
2009,Goiás,Fevereiro,29,022009
2010,Goiás,Fevereiro,86,022010
2011,Goiás,Fevereiro,45,022011
2012,Goiás,Fevereiro,37,022012
2013,Goiás,Fevereiro,86,022013
2014,Goiás,Fevereiro,44,022014
2015,Goiás,Fevereiro,53,022015
2016,Goiás,Fevereiro,117,022016
2017,Goiás,Fevereiro,75,022017
1998,Goiás,Março,0,031998
1999,Goiás,Março,1,031999
2000,Goiás,Março,4,032000
2001,Goiás,Março,10,032001
2002,Goiás,Março,48,032002
2003,Goiás,Março,29,032003
2004,Goiás,Março,36,032004
2005,Goiás,Março,36,032005
2006,Goiás,Março,29,032006
2007,Goiás,Março,49,032007
2008,Goiás,Março,20,032008
2009,Goiás,Março,32,032009
2010,Goiás,Março,65,032010
2011,Goiás,Março,19,032011
2012,Goiás,Março,57,032012
2013,Goiás,Março,79,032013
2014,Goiás,Março,80,032014
2015,Goiás,Março,76,032015
2016,Goiás,Março,136,032016
2017,Goiás,Março,115,032017
1998,Goiás,Abril,0,041998
1999,Goiás,Abril,25,041999
2000,Goiás,Abril,16,042000
2001,Goiás,Abril,49,042001
2002,Goiás,Abril,78,042002
2003,Goiás,Abril,87,042003
2004,Goiás,Abril,32,042004
2005,Goiás,Abril,55,042005
2006,Goiás,Abril,22,042006
2007,Goiás,Abril,17,042007
2008,Goiás,Abril,36,042008
2009,Goiás,Abril,11,042009
2010,Goiás,Abril,105,042010
2011,Goiás,Abril,71,042011
2012,Goiás,Abril,89,042012
2013,Goiás,Abril,42,042013
2014,Goiás,Abril,138,042014
2015,Goiás,Abril,89,042015
2016,Goiás,Abril,167,042016
2017,Goiás,Abril,60,042017
1998,Goiás,Maio,0,051998
1999,Goiás,Maio,99,051999
2000,Goiás,Maio,58,052000
2001,Goiás,Maio,85,052001
2002,Goiás,Maio,171,052002
2003,Goiás,Maio,57,052003
2004,Goiás,Maio,157,052004
2005,Goiás,Maio,164,052005
2006,Goiás,Maio,33,052006
2007,Goiás,Maio,94,052007
2008,Goiás,Maio,41,052008
2009,Goiás,Maio,104,052009
2010,Goiás,Maio,239,052010
2011,Goiás,Maio,136,052011
2012,Goiás,Maio,103,052012
2013,Goiás,Maio,150,052013
2014,Goiás,Maio,210,052014
2015,Goiás,Maio,129,052015
2016,Goiás,Maio,233,052016
2017,Goiás,Maio,135,052017
1998,Goiás,Junho,172,061998
1999,Goiás,Junho,250,061999
2000,Goiás,Junho,222,062000
2001,Goiás,Junho,212,062001
2002,Goiás,Junho,302,062002
2003,Goiás,Junho,321,062003
2004,Goiás,Junho,422,062004
2005,Goiás,Junho,189,062005
2006,Goiás,Junho,70,062006
2007,Goiás,Junho,186,062007
2008,Goiás,Junho,55,062008
2009,Goiás,Junho,179,062009
2010,Goiás,Junho,278,062010
2011,Goiás,Junho,314,062011
2012,Goiás,Junho,245,062012
2013,Goiás,Junho,192,062013
2014,Goiás,Junho,318,062014
2015,Goiás,Junho,277,062015
2016,Goiás,Junho,289,062016
2017,Goiás,Junho,442,062017
1998,Goiás,Julho,512,071998
1999,Goiás,Julho,311,071999
2000,Goiás,Julho,332,072000
2001,Goiás,Julho,371,072001
2002,Goiás,Julho,686,072002
2003,Goiás,Julho,322,072003
2004,Goiás,Julho,778,072004
2005,Goiás,Julho,363,072005
2006,Goiás,Julho,169,072006
2007,Goiás,Julho,399,072007
2008,Goiás,Julho,193,072008
2009,Goiás,Julho,470,072009
2010,Goiás,Julho,941,072010
2011,Goiás,Julho,607,072011
2012,Goiás,Julho,564,072012
2013,Goiás,Julho,350,072013
2014,Goiás,Julho,446,072014
2015,Goiás,Julho,347,072015
2016,Goiás,Julho,837,072016
2017,Goiás,Julho,577,072017
1998,Goiás,Agosto,2218,081998
1999,Goiás,Agosto,1198,081999
2000,Goiás,Agosto,925,082000
2001,Goiás,Agosto,787,082001
2002,Goiás,Agosto,1428,082002
2003,Goiás,Agosto,902,082003
2004,Goiás,Agosto,1498,082004
2005,Goiás,Agosto,639,082005
2006,Goiás,Agosto,588,082006
2007,Goiás,Agosto,2382,082007
2008,Goiás,Agosto,568,082008
2009,Goiás,Agosto,647,082009
2010,Goiás,Agosto,2914,082010
2011,Goiás,Agosto,1613,082011
2012,Goiás,Agosto,912,082012
2013,Goiás,Agosto,488,082013
2014,Goiás,Agosto,1255,082014
2015,Goiás,Agosto,943,082015
2016,Goiás,Agosto,1032,082016
2017,Goiás,Agosto,1492,082017
1998,Goiás,Setembro,2867,091998
1999,Goiás,Setembro,1898,091999
2000,Goiás,Setembro,1293,092000
2001,Goiás,Setembro,1863,092001
2002,Goiás,Setembro,3520,092002
2003,Goiás,Setembro,1662,092003
2004,Goiás,Setembro,2965,092004
2005,Goiás,Setembro,1341,092005
2006,Goiás,Setembro,1463,092006
2007,Goiás,Setembro,3745,092007
2008,Goiás,Setembro,1255,092008
2009,Goiás,Setembro,685,092009
2010,Goiás,Setembro,5075,092010
2011,Goiás,Setembro,2259,092011
2012,Goiás,Setembro,2452,092012
2013,Goiás,Setembro,684,092013
2014,Goiás,Setembro,1687,092014
2015,Goiás,Setembro,2296,092015
2016,Goiás,Setembro,1703,092016
2017,Goiás,Setembro,3238,092017
1998,Goiás,Outubro,1034,101998
1999,Goiás,Outubro,743,101999
2000,Goiás,Outubro,905,102000
2001,Goiás,Outubro,479,102001
2002,Goiás,Outubro,1367,102002
2003,Goiás,Outubro,1183,102003
2004,Goiás,Outubro,1275,102004
2005,Goiás,Outubro,1717,102005
2006,Goiás,Outubro,178,102006
2007,Goiás,Outubro,1195,102007
2008,Goiás,Outubro,1231,102008
2009,Goiás,Outubro,367,102009
2010,Goiás,Outubro,1227,102010
2011,Goiás,Outubro,476,102011
2012,Goiás,Outubro,1524,102012
2013,Goiás,Outubro,606,102013
2014,Goiás,Outubro,1947,102014
2015,Goiás,Outubro,1807,102015
2016,Goiás,Outubro,522,102016
2017,Goiás,Outubro,2401,102017
1998,Goiás,Novembro,47,111998
1999,Goiás,Novembro,110,111999
2000,Goiás,Novembro,26,112000
2001,Goiás,Novembro,15,112001
2002,Goiás,Novembro,192,112002
2003,Goiás,Novembro,168,112003
2004,Goiás,Novembro,291,112004
2005,Goiás,Novembro,144,112005
2006,Goiás,Novembro,91,112006
2007,Goiás,Novembro,79,112007
2008,Goiás,Novembro,90,112008
2009,Goiás,Novembro,89,112009
2010,Goiás,Novembro,67,112010
2011,Goiás,Novembro,59,112011
2012,Goiás,Novembro,57,112012
2013,Goiás,Novembro,183,112013
2014,Goiás,Novembro,181,112014
2015,Goiás,Novembro,547,112015
2016,Goiás,Novembro,123,112016
2017,Goiás,Novembro,117,112017
1998,Goiás,Dezembro,13,121998
1999,Goiás,Dezembro,20,121999
2000,Goiás,Dezembro,6,122000
2001,Goiás,Dezembro,18,122001
2002,Goiás,Dezembro,115,122002
2003,Goiás,Dezembro,129,122003
2004,Goiás,Dezembro,56,122004
2005,Goiás,Dezembro,5,122005
2006,Goiás,Dezembro,7,122006
2007,Goiás,Dezembro,16,122007
2008,Goiás,Dezembro,6,122008
2009,Goiás,Dezembro,39,122009
2010,Goiás,Dezembro,48,122010
2011,Goiás,Dezembro,39,122011
2012,Goiás,Dezembro,93,122012
2013,Goiás,Dezembro,86,122013
2014,Goiás,Dezembro,68,122014
2015,Goiás,Dezembro,179,122015
2016,Goiás,Dezembro,64,122016
1998,Maranhão,Janeiro,0,011998
1999,Maranhão,Janeiro,54,011999
2000,Maranhão,Janeiro,19,012000
2001,Maranhão,Janeiro,29,012001
2002,Maranhão,Janeiro,48,012002
2003,Maranhão,Janeiro,436,012003
2004,Maranhão,Janeiro,241,012004
2005,Maranhão,Janeiro,450,012005
2006,Maranhão,Janeiro,221,012006
2007,Maranhão,Janeiro,428,012007
2008,Maranhão,Janeiro,121,012008
2009,Maranhão,Janeiro,240,012009
2010,Maranhão,Janeiro,319,012010
2011,Maranhão,Janeiro,124,012011
2012,Maranhão,Janeiro,326,012012
2013,Maranhão,Janeiro,209,012013
2014,Maranhão,Janeiro,195,012014
2015,Maranhão,Janeiro,494,012015
2016,Maranhão,Janeiro,412,012016
2017,Maranhão,Janeiro,187,012017
1998,Maranhão,Fevereiro,0,021998
1999,Maranhão,Fevereiro,6,021999
2000,Maranhão,Fevereiro,11,022000
2001,Maranhão,Fevereiro,1,022001
2002,Maranhão,Fevereiro,116,022002
2003,Maranhão,Fevereiro,11,022003
2004,Maranhão,Fevereiro,22,022004
2005,Maranhão,Fevereiro,56,022005
2006,Maranhão,Fevereiro,22,022006
2007,Maranhão,Fevereiro,13,022007
2008,Maranhão,Fevereiro,45,022008
2009,Maranhão,Fevereiro,20,022009
2010,Maranhão,Fevereiro,93,022010
2011,Maranhão,Fevereiro,9,022011
2012,Maranhão,Fevereiro,46,022012
2013,Maranhão,Fevereiro,62,022013
2014,Maranhão,Fevereiro,29,022014
2015,Maranhão,Fevereiro,95,022015
2016,Maranhão,Fevereiro,318,022016
2017,Maranhão,Fevereiro,47,022017
1998,Maranhão,Março,0,031998
1999,Maranhão,Março,17,031999
2000,Maranhão,Março,6,032000
2001,Maranhão,Março,0,032001
2002,Maranhão,Março,16,032002
2003,Maranhão,Março,16,032003
2004,Maranhão,Março,18,032004
2005,Maranhão,Março,9,032005
2006,Maranhão,Março,14,032006
2007,Maranhão,Março,52,032007
2008,Maranhão,Março,4,032008
2009,Maranhão,Março,33,032009
2010,Maranhão,Março,82,032010
2011,Maranhão,Março,22,032011
2012,Maranhão,Março,49,032012
2013,Maranhão,Março,30,032013
2014,Maranhão,Março,59,032014
2015,Maranhão,Março,53,032015
2016,Maranhão,Março,113,032016
2017,Maranhão,Março,32,032017
1998,Maranhão,Abril,0,041998
1999,Maranhão,Abril,4,041999
2000,Maranhão,Abril,6,042000
2001,Maranhão,Abril,2,042001
2002,Maranhão,Abril,28,042002
2003,Maranhão,Abril,79,042003
2004,Maranhão,Abril,44,042004
2005,Maranhão,Abril,43,042005
2006,Maranhão,Abril,9,042006
2007,Maranhão,Abril,5,042007
2008,Maranhão,Abril,26,042008
2009,Maranhão,Abril,14,042009
2010,Maranhão,Abril,128,042010
2011,Maranhão,Abril,37,042011
2012,Maranhão,Abril,97,042012
2013,Maranhão,Abril,62,042013
2014,Maranhão,Abril,78,042014
2015,Maranhão,Abril,119,042015
2016,Maranhão,Abril,113,042016
2017,Maranhão,Abril,91,042017
1998,Maranhão,Maio,0,051998
1999,Maranhão,Maio,3,051999
2000,Maranhão,Maio,28,052000
2001,Maranhão,Maio,21,052001
2002,Maranhão,Maio,71,052002
2003,Maranhão,Maio,60,052003
2004,Maranhão,Maio,145,052004
2005,Maranhão,Maio,74,052005
2006,Maranhão,Maio,5,052006
2007,Maranhão,Maio,73,052007
2008,Maranhão,Maio,26,052008
2009,Maranhão,Maio,19,052009
2010,Maranhão,Maio,273,052010
2011,Maranhão,Maio,73,052011
2012,Maranhão,Maio,286,052012
2013,Maranhão,Maio,100,052013
2014,Maranhão,Maio,148,052014
2015,Maranhão,Maio,194,052015
2016,Maranhão,Maio,206,052016
2017,Maranhão,Maio,142,052017
1998,Maranhão,Junho,78,061998
1999,Maranhão,Junho,32,061999
2000,Maranhão,Junho,94,062000
2001,Maranhão,Junho,100,062001
2002,Maranhão,Junho,230,062002
2003,Maranhão,Junho,338,062003
2004,Maranhão,Junho,706,062004
2005,Maranhão,Junho,529,062005
2006,Maranhão,Junho,131,062006
2007,Maranhão,Junho,515,062007
2008,Maranhão,Junho,235,062008
2009,Maranhão,Junho,279,062009
2010,Maranhão,Junho,494,062010
2011,Maranhão,Junho,602,062011
2012,Maranhão,Junho,915,062012
2013,Maranhão,Junho,498,062013
2014,Maranhão,Junho,812,062014
2015,Maranhão,Junho,887,062015
2016,Maranhão,Junho,709,062016
2017,Maranhão,Junho,885,062017
1998,Maranhão,Julho,274,071998
1999,Maranhão,Julho,258,071999
2000,Maranhão,Julho,233,072000
2001,Maranhão,Julho,549,072001
2002,Maranhão,Julho,1271,072002
2003,Maranhão,Julho,1103,072003
2004,Maranhão,Julho,1366,072004
2005,Maranhão,Julho,1152,072005
2006,Maranhão,Julho,512,072006
2007,Maranhão,Julho,1205,072007
2008,Maranhão,Julho,502,072008
2009,Maranhão,Julho,972,072009
2010,Maranhão,Julho,2323,072010
2011,Maranhão,Julho,1024,072011
2012,Maranhão,Julho,3548,072012
2013,Maranhão,Julho,1111,072013
2014,Maranhão,Julho,2068,072014
2015,Maranhão,Julho,1642,072015
2016,Maranhão,Julho,2096,072016
2017,Maranhão,Julho,2521,072017
1998,Maranhão,Agosto,1176,081998
1999,Maranhão,Agosto,895,081999
2000,Maranhão,Agosto,839,082000
2001,Maranhão,Agosto,2037,082001
